,text,emotion,sentiment
2205,io news stratexampleistmag cost othefactors linkage technology complexampleithanku specialist resource environment thank take care also maokaye ai reach early possible,empty,negative
2206,within anno dominiokayari route ghaziabanno domino metre really nighthank youre please something good fotranno dominic jam really pathetic situation ayouthorithanku okayyouch nhi okayarti okay baby banjo nominal okayatravel okayaro sorrow,empty,negative
2207,within anno dominiokayari simyouranno dominant applicablegaokaye pas dai love jam lagthank hai comment ino comment saraokaythank hai nobody traffic police think good please something good sorrow,love,positive
2208,iramvilaspaswan girirajust sayinginot gon na happenbjp please help neithevolthank see oust care nodealeis listen good fayoulthanku ac one mono thank stop cool good actually laugh loud,empty,negative
2209,small cheat good nobody reason dominiwhy replace damage ac please help actually laugh loud,empty,negative
2210,mean good od followhats upp everightime new person call need replacement thank fayoulthanku ac need fix damage ac amaze,empty,negative
2211,girirajust sayinginot gon na happenbjp six purchase volthank ac anokayyouelectricals noidentitya one mono thank stop cool good volthank see youstomecare anokayyouelectricals hivinot good assyourrano comment today do bout nithinot good happen please help amaze,empty,negative
2212,volthank yousacservice complaint thank feel good cheat pathetic service byouwhy fyoutyoure thank youthank product answer,empty,negative
2213,volthank yousacservice purchase ton invertoac cool good company thank identity gas leaokayed dyourinot good instant youllation dai love last day give good company thank bout assyourano comment resolve option answer,love,positive
2214,mwhyvolthank thank youthank youcompanies right nowthank youthank complaint thank feel good cheat pathetic service byouwhy fyoutyoure thank youthank product soon possible,empty,negative
2215,mwhyvolthank thank youthank youcompanies right nowthank youthank purchase ton invertoac cool good company thank identity gas leaokayed dyourinot good instant youllation dai love last day give good company thank bout assyourano comment resolve option soon possible,love,positive
2216,nowhere get lindsay continuedact youteam time favourite,empty,negative
2217,nowhere see ardent receive section time favourite,empty,negative
2218,ismritiirani mam okayissinot good scene azcentral standard impart tv serial well recent thank prithvi wallaby sensoboard example point good societhanku thank see tv also family love average,love,positive
2219,amazon receive item whyoyoudeliverwhy thank youtyous deliver tracokayinot good aw orderidentity average,empty,negative
2220,business day winokayinot good face red heart well,empty,negative
2221,thank youthank young applicable serathank difficult os crediamoci finoallafine well,empty,negative
2222,free house okay hand awesome,empty,negative
2223,avant thank cost ragazzi finoallafine awesome,empty,negative
2224,ill wear good fragrant comment talent thanksines day whyoyou black white,empty,negative
2225,yousinot good anno dominican comment technology whats supplement thank dai love worokayoyout sixpanno domino develop train good theory great tool train thank younger muscle train good sixpanno domino train goodgea black white,love,positive
2226,win good team st place medal simmmmmmm soccer ball trophy,empty,negative
2227,anothegreat moment thank test peace dubai something good really examplecitinot good share whyoyou soon thank youth tour mjlivinot good dyoubaiholdinot good,empty,negative
2228,qyouesto il calcheck gyouardiamo avant thank tonight nowiamo syoubito vivo commenters forza youve finoallafine cool,empty,negative
2229,felicidentityanno nominee la myoujem maravillosa dios proud pioneer mi caminuteo red heart cool,empty,negative
2230,thumb okay hand winokayinot good face goodyoue baby,empty,negative
2231,grinninot good face airplane departure thumb baby,empty,negative
2232,grand ragazzi forza youve finoallafine birthday,empty,negative
2233,champ okay hand birthday,empty,negative
2234,thinokayinot good face right back,empty,negative
2235,portugal right back,empty,negative
2236,iandexample point thanksinot good medium sokayin tone trophy thumb medium sokayin tone finoallafine,empty,negative
2237,continuedeno thank pelo prof pela jyouveno thanksyous trabalho faith parthanku popularper op arrow trophy,empty,negative
2238,festexamplegiamo inside il primo trove della thank yougione forza ragazzi avant thank cost finoallafine,empty,negative
2239,thumb,empty,negative
2240,abbiamo initiate il con il piece giyousto avant thank cost verso il prossimo obiettivo finoallafine,empty,negative
2241,brand new body spray perfect whyoyou go flexampleed bike available store see rest rant good visit crfragrano comment groominuteg bodwhysprawhy,empty,negative
2242,okay hand winokayinot good face goodyoue boy friend,empty,negative
2243,still okay hand boy friend,empty,negative
2244,team okay hand okay hand okay hand grinninot good face boy friend,empty,negative
2245,good right nowinot good okay hand boy friend,empty,negative
2246,red heart red heart red heart red heart red heart bach back,empty,negative
2247,tourism flexampleed bike okay hand back back,empty,negative
2248,speandinot good great time amaze good place okay hand let get sokayin tone dyoubaiholdinot good mjlivinot good aware,empty,negative
2249,animal clappinot good hand okay hand aware,empty,negative
2250,bettewawhy thank new year thanokays appreciation care receive today okay hand medium sokayin tone okay hand medium sokayin tone okay hand medium sokayin tone best world,empty,negative
2251,last night fireworokays parthanku popularper best world,empty,negative
2252,happy new year fireworokays red heart buy one get one,empty,negative
2253,amore mio red heart buy one get one,empty,negative
2254,new year eve pesthank young applicable find commenthal boy,empty,negative
2255,boy,empty,negative
2256,party totally agree bravo credence finoallafine back topic,empty,negative
2257,felix applicablethank merry christmas sans thank layout christmas tree red heart back topic,empty,negative
2258,okay hand medium sokayin tone,empty,negative
2259,obit see con esfyouerzo demo careaci pyouedas whats opera xeno thank eno thanksrenot applicablecon nosotros cryouno commenthfitness cr,empty,negative
2260,new game whyoyou score goal whyoyoufrieands challenge good game let okaynow win downloanno domino free plawhyliokayecristiano right,empty,negative
2261,hanna domino much set whyesterdawhy okay hand medium sokayin tone right,empty,negative
2262,billion roll good floor layoughinot good girl,empty,negative
2263,victoria important young thank tragyouardo storico vote youve finoallafine girl,empty,negative
2264,last night red heart red heart call back,empty,negative
2265,para n okay hand call back,empty,negative
2266,grande victoria flexampleed bike medium sokayin tone continue,empty,negative
2267,rain moscow tell insidentitye story manyoutd picture champion league win take carehinot good raininmoscow whyoyou whats upportinot good edwin van desafoyouandation help affect brain hemorrhage othebrain damage take care continue,empty,negative
2268,ono commentominuteg fist medium sokayin tone victory hand medium sokayin tone continue,empty,negative
2269,great team effort important young thank win finoallafine continue,empty,negative
2270,let go thumb op arrow,empty,negative
2271,reason dominiwhy tomorrow okay hand,empty,negative
2272,soccer ball weird,empty,negative
2273,happy help team anotheimporthank young thank win thumb medium sokayin tone soccer ball weird,empty,negative
2274,okay hand okay hand okay hand okay hand okay hand see,empty,negative
2275,red examplecleave messageation marokay red examplecleave messageation marokay hanna domino veto see fragrant comment rant good blacokay fridentityawhy surprise wait good crfragrano comment fragrant comment blacokayfridentityawhy see,surprise,positive
2276,thinokayinot good face bother,empty,negative
2277,mais jogo ryoumo ao objective boa sort malthank thumb medium sokayin tone soccer ball bother,empty,negative
2278,focanno dominion thumb thumb okay hand except,empty,negative
2279,get good anno domino ino thank game winokayinot good face goodyoue soccer ball clearmen bewhyoyourowno commenthampion except,empty,negative
2280,bacokay tracokay soccer ball cigarette,empty,negative
2281,last night amaze good dinner zelaresthank youyourano thank okay hand medium sokayin tone op arrow cigarette,empty,negative
2282,soccer ball help,empty,negative
2283,happy birthigh definitionawhy deaprino commenters one whyeaof bliss love whyoyou clappinot good hand medium sokayin tone birthigh definitionawhy caokaye red heart help,love,positive
2284,thumb medium sokayin tone flexampleed bike medium sokayin tone finoallafine check,empty,negative
2285,thumb check,empty,negative
2286,thumb medium let get sokayin tone command,empty,negative
2287,stica affect victoria grande youve finoallafine command,empty,negative
2288,particle com dont applicabletivo edit rio favoriteoda let goa portyougyouesa continue comment edit rio applicablecheck output applicable decologicalrre de novembre array da abort de milhares de volume young thank rio say em today regular e de portugal cash delivery,empty,negative
2289,thumb thumb thumb op arrow cry loud,empty,negative
2290,good set checokay classic sthankules cry loud,empty,negative
2291,happy halloween everyone jackal lang thankseright ghost conversation,empty,negative
2292,whyoyou guess pesthank young applicable cr pesthank young applicable conversation,empty,negative
2293,okay hand thumb comment day,empty,negative
2294,young petyoutti tutti pen finoallafine comment day,empty,negative
2295,great coach woanderfyoul man thank youyought many think good insidentitye oyoutsidentitye take care great see whyoyou good shape bos central standard time,empty,negative
2296,thanokays warm welcome always feel home central standard time,empty,negative
2297,good night party totally agree insexamplenot applicable qyoualcosa os con comment thanksrati sulla prossima flexampleed bike medium sokayin tone finoallafine talk,empty,negative
2298,thumb talk,empty,negative
2299,happy fomwhy island vote fomanno dominieira fosyoure best island world vote curriculum vitae,empty,negative
2300,smile good face syounot goodlasses curriculum vitae,empty,negative
2301,smile good face heart eye catch later,empty,negative
2302,mi amore red heart red heart red heart red heart catch later,empty,negative
2303,okay hand thumb dont care,empty,negative
2304,boa sort family lia thumb medium sokayin tone portugal dont care,empty,negative
2305,avant thank co tutti inside finoallafine desperate,empty,negative
2306,cleaconscheck outyous thereby allow well asia tranqyouilintoxicatedwhy result investigation desperate,empty,negative
2307,firmly deny see yousations good issue rape abominuteable crime go everighthinot good believe okayeen may cleamwhy applicable refuse fee medium specthank double create people seeokayinot good promote examplepense care,empty,negative
2308,agyouardarei com tranqyouilidentityanno dominic resyoulthank de qyouaisqyoueinvestiga e procesemergency po applicable pest applicable consul comment care,empty,negative
2309,example terminuteano thanksemeno thank see e de also considentityero viola crime object continue rio todo aqyouilo em credit alien thank respect see medium tico mono thanksanno dominion poqyouem se qyouepromove minute see yousthank disturb,empty,negative
2310,compliment thank ragazzi pen altar important young thank victoria forzajyouve disturb,empty,negative
2311,grand ragazzi dont,empty,negative
2312,lexampleacwhy build dream thumb soccer ball new chapter build dream merge journal niokayefoothrowbackall bright nowmersee journal niokayefoothrowbackall dont,empty,negative
2313,altar important young thank victoria avant thank cost ragazzi tutti inside finoallafine late,empty,negative
2314,examplecited continuedinyoue lexampleacwhy new niokayefoothrowbackall build dream merge journal flexampleed bike medium sokayin tone niokayefoothrowbackall bright nowmersee journal merge journal late,empty,negative
2315,free house tomorrow eye,empty,negative
2316,thanokays easportsfifa world first copy fifa fire come join game,empty,negative
2317,sono motto feline di avesexamplenot applicable la mia prima doppietthank con la good lucia della youve soprattyoutto di avecontinuedribyouito qyouesthank important young thank victoria della sqyouanno dominion thumb medium sokayin tone soccer ball soccer ball direct message,empty,negative
2318,let go downloanno domino demo bacokayhaand iandexample point thanksinot good right fifa easportsfifa direct message,empty,negative
2319,always ball winokayinot good face youanderweafw campaign night new sthankules date birth,empty,negative
2320,feel good good let go okay hand okay hand okay hand date birth,empty,negative
2321,como size mayor parceiros de volthank realidentityanno dominic grinninot good face sweat trabalho faith okay hand okay hand okay hand right thing,empty,negative
2322,totally agreeminutea eye two heart man swimminuteg medium let get sokayin tone right thing,empty,negative
2323,okay hand semana applicable top de trabalho eqyouipa ganhanno dominion raise good hand raise good hand raise good hand raise good hand raise good hand raise good hand sigma know,empty,negative
2324,desthank vez apoiapofora sempre conversation demo objective pela reno thank ramos family lia portugal know,empty,negative
2325,two word har worokay ecological,empty,negative
2326,worokay do face blow good okayiss okay hand automobile ecological,empty,negative
2327,bacokay tracokay okay hand bless dizzwhy estimate delivery date,empty,negative
2328,alt tre young thank topic favor di sqyouanno dominion thumb medium sokayin tone finoallafine estimate delivery date,empty,negative
2329,parceiros okay hand okay hand okay hand example,empty,negative
2330,win good team flexampleed bike medium sokayin tone flexampleed bike medium sokayin tone example,empty,negative
2331,thanokays everyone vote neveforget moment thank specially reaction answer thank youdiyoum youefa goal season specialmomeno thank example,empty,negative
2332,last night okay hand winokayinot good face example,empty,negative
2333,happy syouandawhy okay hand man lotus position face blow good okayiss electronic mail,empty,negative
2334,altar important young thank victoria forza ragazzi thumb medium sokayin tone electronic mail,empty,negative
2335,drive whyoyouperformano comment herbalife drive behiandtheresyoults anno domino end day,empty,negative
2336,challenge good rule maokayinot good whyoyouown niokayesportswea niokayesportpacokay niokayesportswea end day,empty,negative
2337,happy annoyouno comment good luckobal brand ambassanno dominiofodazn fomwhy answer totally agreelwhy germany japan cannot applicable austria whyoyou take care exampleclove abusive ino thankserview jyouveno thanksyous plawhyeon well younlocokayinot good othegreat continuedeno thank escape,empty,negative
2338,la familyigood lucia piano commentonera finoallafine escape,empty,negative
2339,byouonot applicable dominica woman biokayinot good medium let get sokayin tone okay hand example,empty,negative
2340,felice pela prima victoria con la good lucia della youve thumb medium sokayin tone example,empty,negative
2341,new challenge good new wheel stake carehinot good geafothe new season new raise con commentrete merge journal whats uperflwhy niokayefoothrowbackall merge journal bright nowmersee journal good night,empty,negative
2342,moment thank red heart red heart good night,empty,negative
2343,young applicable gioright nowathank emozionot applicable thank atmosfera special che raccontinueda la storia vivo comment thank della youve gracie tutti ticos phil grande affect finoallafine great,empty,negative
2344,take care fagan comment right arrow cristianoronot applicableldo fagan comment mensgroominuteg groominuteg aftershave foothrowbackall great,empty,negative
2345,douala xeno commentedora okay hand gorgeous,empty,negative
2346,comment thank thumb medium let get sokayin tone whyoyou plan good cominuteg pesthank young applicable hotel summer pesthank young applicable pesthank young applicable pesthank young applicable isbn isbn portugal gorgeous,empty,negative
2347,okay hand get,empty,negative
2348,dashinot good well away okay hand get,empty,negative
2349,thinokayinot good face okay hand get go,empty,negative
2350,primeiro try trabalho faith thumb medium sokayin tone flexampleed bike medium sokayin tone get go,empty,negative
2351,inspire whyoyoupassion game thanokay whyoyou cannot applicable foanotheino commentredible exampleperieno comment always believe niokayefoothrowbackall go hell,empty,negative
2352,confidentityeno comment sthankule checokayinot good favoriteoright nikaya sneaokayers flexampleed bike niokayefoothrowbackall go hell,empty,negative
2353,deeply honor examplecited annoyouno comment active schoolools sport camp providentityinot good access foothrowbackall fookayidentitys remote area cannot applicable fyoutyoure ono commentominuteg fist niokayefoothrowbackall good,empty,negative
2354,first stop away hi answer winokayinot good face ono commentominuteg fist niokayefoothrowbackall good,empty,negative
2355,examplecited bacokay cannot applicable reason dominiwhy inspire fyoutyoure foothrowbackall cannot applicable soccer ball niokayefoothrowbackall good work,empty,negative
2356,examplecited piano commentonero blacokay circle white circle forzajyouve easportsfifa fifa good work,empty,negative
2357,anno dominican comment sixpanno domino layout comment youokay first applicablellwhy whyoyou manor applicable whyoyoutraininot good via whyoyousmartphone checokay innovative product co develop also europe first sixpanno domino store open westfield london sixpanno dominieyourope sixpanno dominisqyouanno domino sixpanno domino good morning,empty,negative
2358,airplane airplane see whyoyou soon cannot applicable niokayefoothrowbackall good morning,empty,negative
2359,byouonot goodioright okay hand high five,empty,negative
2360,red heart high five,empty,negative
2361,moment thank red heart red heart red heart,empty,negative
2362,anno dominion red heart,empty,negative
2363,forza youve finoallafine confuse sound,empty,negative
2364,lovely moment thank okay hand medium sokayin tone confuse sound,empty,negative
2365,cont goodratyoulation mt mr matsyoushi totally agree good list tookaywhyo stocokay examplechanot good mother sixpanno domino sixpanno doministhank yoution laughter,empty,negative
2366,red heart laughter,empty,negative
2367,rosso avoid foi sempre ser fyouandameno thank para obriganno dominion portugal portugal forward,empty,negative
2368,high sleepscore checokay marokay button game day reason dominiwhy checokay marokay button new app today whatswhyoyoursleepscore forward,empty,negative
2369,happy layout comment new merge journal chapter edi especial celebrate goal fo portugal soccer ball thumb medium sokayin tone cominuteg soon niokayefoothrowbackall bright nowmersee journal fine,empty,negative
2370,objective see youmpridentityo younidentityos focanno dominion para totally agree de first applicable ramos portugal flexampleed bike medium sokayin tone portugal fine,empty,negative
2371,mood okay hand portugal hyouandred point thank forget,empty,negative
2372,leave good home hardest think good evedidentity bout believe believe jyoustdoit niokayefoothrowbackall forget,empty,negative
2373,portugal family,empty,negative
2374,vit ria important young thank continuedinyouamos focanno dominion rosso objective soccer ball portugal family,empty,negative
2375,thank youlokay listn believe jyoustdoit niokayefoothrowbackall favorite,empty,negative
2376,felix potesidentityo elite melhoem campo bom trabalho de eqyouipa portugal thumb medium sokayin tone favorite,empty,negative
2377,ramos family lia thumb medium sokayin tone portugal feature,empty,negative
2378,celebration good world blood donodawhy thank world see feel good strong good whyoyounot good blood donor team respect fall whyoyou help people live healthielife everwhydawhy everywhere world lateooddonordawhy iandexample point thanksinot good medium let get sokayin tone iandexample point thanksinot good medium let get sokayin tone feature,empty,negative
2379,good luckanno domino go thank font greatest goal evescored believe jyoustdoit niokayefoothrowbackall formerly know,empty,negative
2380,minute one winner believe jyoustdoit niokayefoothrowbackall formerly know,empty,negative
2381,sonia hyoumano somos thank youmanho nosemergency song mpt information,empty,negative
2382,portugal flexampleed bike medium sokayin tone winokayinot good face goodyoue information,empty,negative
2383,guess bacokay cover easportsfifa winokayinot good face fifa championsrise videntityeo game soccer ball trophy first,empty,negative
2384,time pacokay let team soccer ball american thanksoyouriste bring goodbacokaymore first,empty,negative
2385,good right nowinot good portugal winokayinot good face goodyoue fear go,empty,negative
2386,younidentityos portugal okay hand fear go,empty,negative
2387,whyoyou believe whyoyou achieve niokayefoothrowbackall niokayefoothrowbackall jyoustdoit information,empty,negative
2388,reason dominiwhy portugal okay hand information,empty,negative
2389,bring goodinot good togethesome coolest hero planet fomwhy whats user team thank youth tour fo striokayerforce game graphiciandia amp communication knowledge,empty,negative
2390,mayor beb eva friend see youmprem home primeiro driver rio para n mayor qyoueridentityos film clappinot good hand medium sokayin tone birthigh definitionawhy caokaye face blow good okayiss face blow good okayiss knowledge,empty,negative
2391,world take carehinot good let go worokay herbalifenyoutrition behiandtheresyoults sponsor god bless,empty,negative
2392,xeno commentedores okay hand trophy god bless,empty,negative
2393,nevefinished portugal soccer ball flexampleed bike shop latest merge journal person applicable store nikaya niokayefoothrowbackall bright nowmersee journal get,empty,negative
2394,whyoyou dont applicabletinot good blood plasma regularyoulareally guess could example whyoyou example time whyoyou dont applicable iandexample point thanksinot good medium let get sokayin tone iandexample point thanksinot good medium let get sokayin tone save life good night dont applicable get,empty,negative
2395,family lia moment thank inesqyouec vi flexampleed bike medium sokayin tone red heart go,empty,negative
2396,trophy red heart go,empty,negative
2397,hist ria good luckobe show good america trophy good luck,empty,negative
2398,trophy trophy trophy trophy trophy good luck,empty,negative
2399,believe do jyoustdoit nikaya niokayefoothrowbackall niokayesocce give break,empty,negative
2400,whyoyou believe niokayefoothrowbackall niokayesocce musee yourial bright nowmersee yourial jyoustdoit give break,empty,negative
2401,caminuteho de okayiev okay hand airplane good know,empty,negative
2402,miss sisterters leave alone aero okayatiaaveiro mann dominieira fashion weeokayeand june parthanku go pesthank young applicable rooftop good know,empty,negative
2403,perfect shoe flexampleed bike nikaya niokayetraininot good niokayetraininot good,empty,negative
2404,wait worokay herbalife nutrition foanothe year proud call partner performance comment herbalifenyoutrition,empty,negative
2405,good right nowinot good high definition,empty,negative
2406,okay hand soccer ball high definition,empty,negative
2407,paz amo two heart water gon na hate,hate,negative
2408,mann dominic last whyeain find commenthal let lisbon year clicokay vote pesthank young applicable pesthank young applicable worldtravelas well award pesthank young applicable isbn cr isbn portugal hater gon na hate,hate,negative
2409,please great partnership examplewhyptianswerteel ahmedabohashima new generation steel hit,empty,negative
2410,soccer ball hit,empty,negative
2411,myouito continuedeno thank poanyouno comment testo amino enrintelligent quotientyoueigood luckesias em doa okayewhycap da race totally agree con commenters em lista ao po solidentityario hello,empty,negative
2412,okay hand hello,empty,negative
2413,bacokay tracokay okay hand wave good hand flexampleed bike hell,empty,negative
2414,think prayer whyoyou deafrieand strong good bos hell,empty,negative
2415,mann dominieira island place bright nominuteated foeyouropes learn dominiinot good island destiny applicabletion let vote clicokay lindsay place whyoyouvote mann dominieira island already know,empty,negative
2416,reason dominiwhy foryoussia fifa worldcat careyoup come fifa may th videntityeo game okay hand easportsfifa already know,empty,negative
2417,first applicable okay hand case,empty,negative
2418,perfect boot fomwhy biggest make career soccer ball flexampleed bike get whyoyours merge journal niokayefoothrowbackall case,empty,negative
2419,soon soccer ball believe,empty,negative
2420,dude steal fit thanokays focominuteg last night sacrameno thank believe,empty,negative
2421,raise good hand ignorance bliss,empty,negative
2422,ianmcokayee jtimberlove kiss verizon thanokays noone best night life manofthewoodstoyou motwtoyou verizonyoup pit wa ignorance bliss,empty,negative
2423,lexampleeand thanokay whyoyou okayarllagerfeld foeverighthinot good whyoyou give love memory,love,positive
2424,redirect messageono thank whyoyou bring fire last night need love memory,love,positive
2425,thetnokayidentitys pre show time last raise good hand raise good hand miss,empty,negative
2426,raise good hand miss,empty,negative
2427,droplet nice post virgilabloh striokayes really like,empty,negative
2428,place linkage home really like,empty,negative
2429,top show hometown raise good hand rest case,empty,negative
2430,picture fire tip whyoyoucithanku love whyoyou thanokay whyoyou raise good hand raise good hand rest case,love,positive
2431,thetnokayidentitys man golfinot good eye flag hole jtimberlove kiss totally agree,empty,negative
2432,cont goodreads anno dominiwhy raise good hand totally agree,empty,negative
2433,ip happwhygin love memory ore see,love,positive
2434,feel good bacokay motwtoyou see,empty,negative
2435,cap totally agreelonearenot applicable welcome bacokay jtimberlove kiss see whyoyou tonight red heart motwtoyou dont know,empty,negative
2436,happy holidentityawhys jessicabiel gyouwhy bacokay cape losertdisnewhyworld dont know,empty,negative
2437,time bring good wrap goodwill throwback badcsnl jimmwhyfallon dont care,empty,negative
2438,anno dominiyoult dont care,empty,negative
2439,hyouandred point thank identity,empty,negative
2440,hindsight eye boookaysoyoup whats support whyoyoulocal shop today raise good hand smallbyousinesssatyourdawhy identity,empty,negative
2441,syouandawhy time raise good hand hiandsight love,love,positive
2442,elaboration lewis loot good time cominuteg ive really hand sino comment day one worokayinot good fresh leaf groyouand colour lot time think ino thank every piece election hope whyoyou gyouwhys liokayinot good leaf love youtterinot good wind leaf love youtterinot good wind love,love,positive
2443,hyouandred point thank love,love,positive
2444,want thank thanokay bettehalf rocky soyouleave alone publicist jimmwhyfallon love,love,positive
2445,pen thanksagram michaelbieare thank youlokays mistake careompanwhy laboratinot good jtimberlove kiss new boookay hindsight ino commentlove youdinot good fyounni love,love,positive
2446,raise good hand love,love,positive
2447,logo careaprio election might conseqyoueno thanksial oyoulifetime youre whyoyou go poll maokaye whyoyouvoice hear information,empty,negative
2448,thank younger jtimberlove kiss boookay good byouwhy byouwhy byouwhy get oyouexampleclove abusive version hindsight bonus continuedeno thank information,empty,negative
2449,raise good hand intelligent quotient,empty,negative
2450,thelastweeokayeand get get involve absolutelyeno thank ballot maokaye youre whyoyou gt ot tyouesweet dreamsawhy remember n vote good booth selfie face tear intelligent quotient,empty,negative
2451,hiandsight friend,empty,negative
2452,jimmwhyfallon okaynows jtimberlove kiss best fall thanksonight friend,empty,negative
2453,safeword jessicabiel jimmwhyfallon fall thanksonight second,empty,negative
2454,night jimmwhyfallon fall thanksonight second,empty,negative
2455,come get em shyoushinot good face hindsight badyouzz harperlins,empty,negative
2456,fall thanksonight great show tomorrow jtimberlove kiss bacokay show syounnwhysyouljust case stop music pistolannies,empty,negative
2457,raise good hand fun,fun,positive
2458,fun,fun,positive
2459,fight good crime street information,empty,negative
2460,hiandsight todawhy information,empty,negative
2461,tomorrow raise good hand hindsight get back,empty,negative
2462,raise good hand get back,empty,negative
2463,away layout bout examplecited hit good boookaystores dawhys whyoyou alreanno dominiwhy get pre order hindsight time,empty,negative
2464,memphis easily place descaperibe bout whyoyou whyoyou proud okaynow wright lot boookay bout sino comment come foanothefoyou day picture okayidentity hindsight boy friend time,empty,negative
2465,like,empty,negative
2466,royouand tomorrow call hand like,empty,negative
2467,nineteenager jtimberlove kiss crazy thanokay whyoyou fold hand medium darokay sokayin tone,empty,negative
2468,realhyoughjacokayman wattwhats photo soyouand speaokayer low volume youre,empty,negative
2469,bacokaysthank rouge thexamplearden copy boookay cominuteg weekly whyoyou pre order right gt hiandsight say,empty,negative
2470,mann dominic answer lewis say,empty,negative
2471,cont goodreads ellen problemompeo whyarashahidentityi willaandgrace maxmyoutake carehnicokay amp davidentity okayohan thanksyourwhyfox film styoudeno thank anno dominivocate whyearyoubwhy nova fobeinot good honor last night good lucksen respecthank towards whats support safe schoolools fo lgbthank whyoyouth raise good hand bad,empty,negative
2472,hyouandred point thank bad,empty,negative
2473,bacokay last night thanokay whyoyou toronto thank think loud,empty,negative
2474,complexamplesneaokayers jtimberlove kiss anno domino breaokay jordan toyoustopped chicago last night think loud,empty,negative
2475,hope whyoyou get whyoyouphone bacokay aftethis call hand vzyoup verizon think,empty,negative
2476,tim coookay teacher aroyouand world inspire every day thanokay whyoyou foeverighthinot good whyoyou worldteachersweet dreamsawhy think,empty,negative
2477,raise good hand fun,fun,positive
2478,ot change dominiwicokayboseman marokayryouffalo commentheanno dominate rosariodawson chrisevanswer zoeokayravitz march oyourlives fun,fun,positive
2479,bacokaysthank rouge motwtoyou case,empty,negative
2480,tonight shawnmeandes iheareturn favourestival case,empty,negative
2481,iheareturn favourestival shoookay shoookay shoookay iheareturn favourestival shawnmeandes jtimberlove kiss okay,empty,negative
2482,feel good bacokay okayicokay example layout comment new stuff heron problemreston motwtoyou okay,empty,negative
2483,top get show okayianda,empty,negative
2484,get babwhysitter emmy okayianda,empty,negative
2485,specifically inspire great ear raise good hand okay,empty,negative
2486,complexamplesneaokayers stop annoy mean thank mbaokayewith unreleased example flexampleed bike okay,empty,negative
2487,memphis bb memphis gotigersgo tiger tiger tiger face basokayethrowbackall okayafm,empty,negative
2488,jyoustinrose identity danny domino world nyoumbe okayewhycap thanokay whyoyou much family love friend amp everwhybodwhy help achieve ino comment okayafm,love,positive
2489,fresh leaf october lei okayiyou,empty,negative
2490,jyoumpman airjordan ii inspire jtimberlove kiss fifth solo album drop tyouesweet dreamsawhy okayiyou,empty,negative
2491,youandefeaturingedino comment justin timberlake kiss jordan th rg bio beige available tyouesweet dreamsawhy youandefeaturinged la area silverlove kiss okaywim,empty,negative
2492,anno dominiamblacokaystone ow thanokay jtimberlove kiss fotryoustinot good musical director amaze good whats uperbowlhalooking forward show whyoyou tr okaywim,empty,negative
2493,last night zurich three stop leave european example motwtoyour okaywhyo,empty,negative
2494,face whyoyounot good man couldnt believe actyouallwhy sino goodinot good greatest thanokay whyoyou franokaylin foblessinot good whyoyouino commentomparable gift honor share thank rouge whyoyou even foa moment thank always bow good whyoyou qyoueenofsoyoul okaywhyo,empty,negative
2495,whyoyou mean emmy nominuteated jessicabiel cool performance comment thesinneryousa whyeah take care okay proyoudhyouzreplies okay,empty,negative
2496,gyouwhys news ive worokayinot good foa happy first applicablellwhy give whyoyou first loookay first boookay hindsight loookayinot good forward share good picturetyoures story whyoyou cominuteg october th okay,empty,negative
2497,jessicabiel hyousbaand iandyoulginot good thank youllwhy irrational applicable cirque soleil dream cirque soleil whyoyou reason dominiinot good okaymyou,empty,negative
2498,brokayicokays friend amp family love prior nikaya learn icon fo jtimberlove kiss okaymyou,love,positive
2499,happwhy birthigh definitionawhy baracokayobama okay,empty,negative
2500,jessicabiel videntityeo evidentityeno comment styouno thank thesinneryousa premiere tonight thesinne okay,empty,negative
2501,prawhyinot good fowhyoyou lovato whyoyou love fold hand okay,love,positive
2502,pgatoyour effort hat clappinot good hand liveyouanderpa okay,empty,negative
2503,fathrowbackellwhybella way everwhybodwhy okayyounot good fight good late,empty,negative
2504,throwback late,empty,negative
2505,flexampleed bike flexampleed bike flexampleed bike whyeeeeaaaaahhhhh laugh lot,empty,negative
2506,raise good hand laugh lot,empty,negative
2507,hear big game tomorrow oyoushow anno domino intoxicatedtle chat soyouand unite okayinot gooddom soccer ball door open motwtoyou laugh loud,empty,negative
2508,eye laugh loud,empty,negative
2509,eye laugh loud,empty,negative
2510,soyouand let,empty,negative
2511,aaaaawhy hyouandred point thank let,empty,negative
2512,raise good hand little,empty,negative
2513,nineteenager need ryounninot good shoe fire little,empty,negative
2514,frank comment intoxicate,empty,negative
2515,whyoyou drop heat heat whyoyoufeet bout whyoyouwifewhy heat foot fire fire fire intoxicate,empty,negative
2516,banana session soyouleave alone write june th first applicable mix jyoulwhy rd laugh,empty,negative
2517,jessicabiel linkage point good paris weave youcwhy folokay short short frank comment folokaylove youcwhy laugh,empty,negative
2518,love,love,positive
2519,beayoutifyoul emi love youokayinot goodmyousic might rise shine alarm musical note love,love,positive
2520,complexamplesneaokayers jtimberlove kiss show multiple higher    jordan th option love,love,positive
2521,thesinneryousa performance comment whyoyou wont forget considentitye jessicabiel fooyoutsthank youandinot good learn domino actress limit series movie thein love,love,positive
2522,bwalaughter hero love kiss,love,positive
2523,whyoooooo right right love kiss,love,positive
2524,whyoyounot good yellow bernie vibe laugh loud raise good hand leave message,empty,negative
